Athlete,Team,Survey_Completed,Date_New,DayOfEntry,DayOfEntry_TEXT,Sleep_Hours,Nap_Hours,Sleep_Quality,Fatigue,Soreness,Stress,Readiness,Motivation,Wellness/Load
Athlete 232,Team 2,6/22/2020 20:43,6/22/2020,NA,NA,8.5,0,87,4,8,91,87,87,Wellness
Athlete 323,Team 1,6/22/2020 20:55,6/22/2020,NA,NA,7.6,0,79,5,12,100,95,97,Wellness
Athlete 325,Team 2,6/22/2020 21:38,6/22/2020,NA,NA,8,0,82,14,14,75,68,74,Wellness
Athlete 43,Team 2,6/23/2020 0:00,6/22/2020,NA,NA,7.7,0,72,13,12,93,80,76,Wellness
Athlete 439,Team 1,6/23/2020 2:02,6/22/2020,NA,NA,8,0,59,7,1,86,67,58,Wellness
Athlete 530,Team 2,6/23/2020 6:54,6/23/2020,NA,NA,8,0,99,0,0,100,100,100,Wellness
Athlete 227,Team 1,6/23/2020 7:02,6/23/2020,NA,NA,7,0,76,0,0,100,100,100,Wellness
Athlete 454,Team 1,6/23/2020 7:02,6/23/2020,NA,NA,6,0,61,42,7,80,21,53,Wellness
Athlete 48,Team 2,6/23/2020 7:03,6/23/2020,NA,NA,7.9,1,89,36,34,61,73,64,Wellness
Athlete 387,Team 2,6/23/2020 7:03,6/23/2020,NA,NA,6.4,0.5,80,15,26,100,36,100,Wellness
Athlete 20,Team 2,6/23/2020 7:06,6/23/2020,NA,NA,8,0,68,62,73,100,88,88,Wellness
Athlete 77,Team 1,6/23/2020 7:07,6/23/2020,NA,NA,8,0,100,0,42,92,100,100,Wellness
Athlete 403,Team 1,6/23/2020 7:10,6/23/2020,NA,NA,6.5,0,54,45,60,52,68,70,Wellness
Athlete 239,Team 2,6/23/2020 7:12,6/23/2020,NA,NA,7.8,0,56,31,13,46,100,45,Wellness
Athlete 479,Team 1,6/23/2020 7:25,6/23/2020,NA,NA,6.4,0,55,61,0,43,0,38,Wellness
Athlete 240,Team 1,6/23/2020 7:30,6/23/2020,NA,NA,7.8,0,61,82,35,64,53,40,Wellness
Athlete 197,Team 1,6/23/2020 7:34,6/23/2020,NA,NA,5.8,0,47,35,7,50,100,49,Wellness
Athlete 393,Team 2,6/23/2020 7:38,6/23/2020,NA,NA,8.6,0,99,0,2,100,98,96,Wellness
Athlete 83,Team 2,6/23/2020 7:39,6/23/2020,NA,NA,9.2,0,80,0,19,21,18,48,Wellness
Athlete 355,Team 1,6/23/2020 7:50,6/23/2020,NA,NA,9.1,0.5,84,14,39,100,100,81,Wellness
Athlete 1,Team 1,6/23/2020 7:56,6/23/2020,NA,NA,7.7,0.9,61,21,8,81,54,68,Wellness
Athlete 436,Team 2,6/23/2020 8:04,6/23/2020,NA,NA,8,0,35,52,21,75,55,72,Wellness
Athlete 13,Team 2,6/23/2020 8:07,6/23/2020,NA,NA,7.8,0,83,15,34,92,82,78,Wellness
Athlete 25,Team 2,6/23/2020 8:15,6/23/2020,NA,NA,9.7,0,40,11,12,100,38,58,Wellness
Athlete 5,Team 2,6/23/2020 8:21,6/23/2020,NA,NA,7.9,1,68,63,41,16,22,29,Wellness
Athlete 259,Team 2,6/23/2020 8:24,6/23/2020,NA,NA,10.3,0,94,0,0,100,100,100,Wellness
Athlete 502,Team 1,6/23/2020 8:34,6/23/2020,NA,NA,7.5,2,66,33,21,54,54,55,Wellness
Athlete 249,Team 2,6/23/2020 8:42,6/23/2020,NA,NA,7.9,0,73,8,10,92,76,77,Wellness
Athlete 145,Team 1,6/23/2020 8:50,6/23/2020,NA,NA,7.9,0,62,67,69,24,70,56,Wellness
Athlete 58,Team 1,6/23/2020 8:51,6/23/2020,NA,NA,11.2,0,68,57,58,42,64,49,Wellness
Athlete 472,Team 2,6/23/2020 9:03,6/23/2020,NA,NA,9,0,64,0,39,100,100,100,Wellness
Athlete 465,Team 1,6/23/2020 9:09,6/23/2020,NA,NA,8.3,0,75,0,0,66,53,46,Wellness
Athlete 512,Team 1,6/23/2020 9:30,6/23/2020,NA,NA,8,0,100,34,100,52,100,75,Wellness
Athlete 285,Team 1,6/23/2020 10:32,6/23/2020,NA,NA,8,0,68,0,13,87,79,80,Wellness
Athlete 107,Team 2,6/23/2020 10:38,6/23/2020,NA,NA,8,1.5,55,28,18,54,44,59,Wellness
Athlete 437,Team 1,6/23/2020 11:01,6/23/2020,NA,NA,7,0,58,61,39,46,53,60,Wellness
Athlete 546,Team 1,6/23/2020 12:17,6/23/2020,NA,NA,6.9,0,100,0,0,100,100,100,Wellness
Athlete 18,Team 1,6/23/2020 12:34,6/23/2020,NA,NA,5.2,0,77,0,58,100,94,95,Wellness
Athlete 106,Team 1,6/23/2020 12:45,6/23/2020,NA,NA,5,0,90,42,27,79,88,86,Wellness
Athlete 59,Team 2,6/23/2020 13:38,6/23/2020,NA,NA,9,0,83,9,34,76,94,100,Wellness
Athlete 439,Team 1,6/23/2020 15:30,6/23/2020,NA,NA,7.2,0,57,1,12,72,65,55,Wellness
Athlete 236,Team 1,6/23/2020 18:12,6/23/2020,NA,NA,7,0,74,21,43,76,75,67,Wellness
Athlete 223,Team 2,6/23/2020 18:13,6/23/2020,NA,NA,7.9,0,0,0,0,100,0,0,Wellness
Athlete 26,Team 1,6/23/2020 19:52,6/22/2020,NA,NA,8.2,0,63,19,13,84,50,64,Wellness
Athlete 26,Team 1,6/23/2020 19:54,6/23/2020,NA,NA,8.1,0,80,26,15,80,43,61,Wellness
Athlete 325,Team 2,6/23/2020 21:09,6/23/2020,NA,NA,7.9,0,74,10,18,81,73,77,Wellness
Athlete 289,Team 1,6/23/2020 21:19,6/23/2020,NA,NA,8.4,0,97,50,0,13,85,45,Wellness
Athlete 323,Team 1,6/23/2020 21:26,6/23/2020,NA,NA,7.8,0,95,0,8,100,100,100,Wellness
Athlete 43,Team 2,6/23/2020 22:53,6/23/2020,NA,NA,7.2,0,65,27,13,93,64,70,Wellness
Athlete 232,Team 2,6/23/2020 23:33,6/23/2020,NA,NA,7.5,0,83,8,17,95,87,83,Wellness
Athlete 26,Team 1,6/24/2020 6:08,6/24/2020,NA,NA,6.9,0,30,30,9,90,39,53,Wellness
Athlete 11,Team 1,6/24/2020 6:14,6/23/2020,NA,NA,8.2,0,94,7,15,86,23,82,Wellness
Athlete 145,Team 1,6/24/2020 7:01,6/24/2020,NA,NA,7.4,0,45,70,70,35,70,46,Wellness
Athlete 48,Team 2,6/24/2020 7:02,6/24/2020,NA,NA,7,0.5,53,69,36,71,53,59,Wellness
Athlete 239,Team 2,6/24/2020 7:02,6/24/2020,NA,NA,7.7,0,68,82,23,50,70,59,Wellness
Athlete 403,Team 1,6/24/2020 7:03,6/24/2020,NA,NA,7.1,0,72,54,47,45,78,69,Wellness
Athlete 61,Team 1,6/24/2020 7:10,6/23/2020,NA,NA,6.1,0,86,53,37,76,49,92,Wellness
Athlete 61,Team 1,6/24/2020 7:12,6/24/2020,NA,NA,6.2,0,97,28,30,31,27,99,Wellness
Athlete 13,Team 2,6/24/2020 7:18,6/24/2020,NA,NA,5.8,0,75,21,18,87,11,77,Wellness
Athlete 479,Team 1,6/24/2020 7:20,6/24/2020,NA,NA,9.3,0,62,56,43,53,0,46,Wellness
Athlete 1,Team 1,6/24/2020 7:24,6/24/2020,NA,NA,9,0,53,32,11,85,50,58,Wellness
Athlete 18,Team 1,6/24/2020 7:24,6/24/2020,NA,NA,6.5,0,100,0,80,100,0,100,Wellness
Athlete 58,Team 1,6/24/2020 7:31,6/24/2020,NA,NA,8.9,0,52,37,64,68,51,49,Wellness
Athlete 393,Team 2,6/24/2020 7:32,6/24/2020,NA,NA,7.6,0,91,0,0,100,95,98,Wellness
Athlete 418,Team 1,6/24/2020 7:56,6/24/2020,NA,NA,6.5,0,59,58,0,42,27,46,Wellness
Athlete 106,Team 1,6/24/2020 7:57,6/24/2020,NA,NA,4.9,0.9,61,53,37,91,90,93,Wellness
Athlete 530,Team 2,6/24/2020 7:59,6/24/2020,NA,NA,7.7,0,100,0,0,100,100,100,Wellness
Athlete 107,Team 2,6/24/2020 8:03,6/24/2020,NA,NA,6.4,0,51,51,24,53,53,53,Wellness
Athlete 358,Team 1,6/24/2020 8:09,6/23/2020,NA,NA,7,0,64,0,0,100,0,100,Wellness
Athlete 358,Team 1,6/24/2020 8:11,6/24/2020,NA,NA,8,0,100,0,0,100,100,100,Wellness
Athlete 77,Team 1,6/24/2020 8:11,6/24/2020,NA,NA,6.5,0,59,42,3,53,100,83,Wellness
Athlete 240,Team 1,6/24/2020 8:16,6/24/2020,NA,NA,8.9,0,57,76,57,60,50,52,Wellness
Athlete 227,Team 1,6/24/2020 8:27,6/24/2020,NA,NA,8.5,0,100,10,26,100,83,91,Wellness
Athlete 355,Team 1,6/24/2020 8:32,6/24/2020,NA,NA,6,0,67,20,23,82,52,52,Wellness
Athlete 259,Team 2,6/24/2020 8:38,6/24/2020,NA,NA,9.3,0,100,0,4,100,100,100,Wellness
Athlete 502,Team 1,6/24/2020 8:47,6/24/2020,NA,NA,7.5,0,57,16,7,48,34,44,Wellness
Athlete 25,Team 2,6/24/2020 8:58,6/24/2020,NA,NA,8.5,0,63,6,16,87,37,55,Wellness
Athlete 387,Team 2,6/24/2020 9:02,6/24/2020,NA,NA,7.7,0,83,0,18,100,83,100,Wellness
Athlete 465,Team 1,6/24/2020 9:09,6/24/2020,NA,NA,7.5,0,74,0,0,69,61,50,Wellness
Athlete 436,Team 2,6/24/2020 9:14,6/24/2020,NA,NA,9,0,74,26,13,83,87,74,Wellness
Athlete 236,Team 1,6/24/2020 9:21,6/21/2020,NA,NA,7.1,0,72,20,36,81,78,66,Wellness
Athlete 236,Team 1,6/24/2020 9:23,6/22/2020,NA,NA,7,0,79,17,19,62,96,72,Wellness
Athlete 236,Team 1,6/24/2020 9:24,6/24/2020,NA,NA,7.5,0,73,20,35,80,78,83,Wellness
Athlete 472,Team 2,6/24/2020 9:27,6/24/2020,NA,NA,10.6,0,67,0,32,100,78,93,Wellness
Athlete 43,Team 2,6/24/2020 9:37,6/24/2020,NA,NA,8.1,0.3,72,13,14,92,70,72,Wellness
Athlete 5,Team 2,6/24/2020 9:43,6/24/2020,NA,NA,9.2,0,86,17,57,87,91,91,Wellness
Athlete 512,Team 1,6/24/2020 9:44,6/24/2020,NA,NA,8,0,100,0,76,100,100,100,Wellness
Athlete 285,Team 1,6/24/2020 10:00,6/24/2020,NA,NA,8.2,0,78,0,26,100,85,84,Wellness
Athlete 454,Team 1,6/24/2020 11:03,6/24/2020,NA,NA,10,2.1,53,23,5,85,6,49,Wellness
Athlete 437,Team 1,6/24/2020 11:49,6/24/2020,NA,NA,7.6,0,44,53,34,60,63,69,Wellness
Athlete 249,Team 2,6/24/2020 12:18,6/24/2020,NA,NA,6.9,0,76,9,3,84,81,86,Wellness
Athlete 323,Team 1,6/24/2020 17:39,6/24/2020,NA,NA,5.9,0,95,36,5,92,80,92,Wellness
Athlete 27,Team 2,6/24/2020 18:02,6/23/2020,NA,NA,6.6,0,46,29,25,51,38,50,Wellness
Athlete 20,Team 2,6/24/2020 18:03,6/24/2020,NA,NA,7.3,0,64,63,67,35,38,92,Wellness
Athlete 27,Team 2,6/24/2020 18:04,6/24/2020,NA,NA,9,0,60,14,21,71,31,58,Wellness
Athlete 197,Team 1,6/24/2020 18:16,6/24/2020,NA,NA,6.4,0,53,19,78,12,47,56,Wellness
Athlete 546,Team 1,6/24/2020 18:23,6/24/2020,NA,NA,6.4,0,100,0,0,100,100,100,Wellness
Athlete 223,Team 2,6/24/2020 19:20,6/24/2020,NA,NA,7.9,0,0,0,0,100,0,0,Wellness
Athlete 11,Team 1,6/24/2020 20:10,6/24/2020,NA,NA,7.4,0,68,14,11,78,6,54,Wellness
Athlete 458,Team 2,6/24/2020 21:19,6/24/2020,NA,NA,8,1.5,51,51,0,90,7,45,Wellness
Athlete 458,Team 2,6/24/2020 21:25,6/23/2020,NA,NA,9.1,1.2,64,18,43,87,2,75,Wellness
Athlete 289,Team 1,6/24/2020 21:55,6/24/2020,NA,NA,9.2,0,100,0,54,48,54,95,Wellness
Athlete 333,Team 2,6/24/2020 22:17,6/23/2020,NA,NA,7.8,0,67,0,9,100,14,68,Wellness
Athlete 232,Team 2,6/24/2020 23:10,6/24/2020,NA,NA,8.5,0,89,6,9,94,89,86,Wellness
Athlete 77,Team 1,6/25/2020 4:40,6/25/2020,NA,NA,6,0,80,77,24,100,50,78,Wellness
Athlete 26,Team 1,6/25/2020 4:45,6/25/2020,NA,NA,6.4,0,83,25,32,86,57,71,Wellness
Athlete 20,Team 2,6/25/2020 7:01,6/25/2020,NA,NA,8.6,0,82,57,66,69,89,76,Wellness
Athlete 328,Team 1,6/25/2020 7:02,6/23/2020,NA,NA,6.9,0,38,60,20,73,23,41,Wellness
Athlete 239,Team 2,6/25/2020 7:03,6/25/2020,NA,NA,7,0,56,58,37,41,74,67,Wellness
Athlete 13,Team 2,6/25/2020 7:03,6/25/2020,NA,NA,7.9,0,75,13,15,86,16,66,Wellness
Athlete 106,Team 1,6/25/2020 7:03,6/25/2020,NA,NA,6.9,1.1,81,35,29,92,61,90,Wellness
Athlete 403,Team 1,6/25/2020 7:03,6/25/2020,NA,NA,6.2,0,42,58,65,30,34,64,Wellness
Athlete 61,Team 1,6/25/2020 7:04,6/25/2020,NA,NA,5.4,0,100,39,29,86,37,100,Wellness
Athlete 58,Team 1,6/25/2020 7:04,6/25/2020,NA,NA,9,0,71,52,60,47,27,50,Wellness
Athlete 145,Team 1,6/25/2020 7:04,6/25/2020,NA,NA,7.2,0,50,69,71,30,35,37,Wellness
Athlete 240,Team 1,6/25/2020 7:16,6/25/2020,NA,NA,7.9,0,66,49,62,62,47,53,Wellness
Athlete 18,Team 1,6/25/2020 7:16,6/25/2020,NA,NA,7.1,0,100,0,28,100,54,96,Wellness
Athlete 458,Team 2,6/25/2020 7:25,6/25/2020,NA,NA,8.5,0,69,55,25,87,4,66,Wellness
Athlete 479,Team 1,6/25/2020 7:26,6/25/2020,NA,NA,7.1,0,54,46,43,51,0,49,Wellness
Athlete 59,Team 2,6/25/2020 7:30,6/25/2020,NA,NA,8.5,0,79,12,33,66,84,64,Wellness
Athlete 328,Team 1,6/25/2020 7:30,6/24/2020,NA,NA,7.3,0,54,30,20,73,28,46,Wellness
Athlete 328,Team 1,6/25/2020 7:32,6/25/2020,NA,NA,7.5,0,36,56,28,71,36,44,Wellness
Athlete 1,Team 1,6/25/2020 7:33,6/25/2020,NA,NA,8,0,52,21,13,79,50,57,Wellness
Athlete 236,Team 1,6/25/2020 7:33,6/25/2020,NA,NA,7.4,0,74,23,59,82,57,88,Wellness
Athlete 358,Team 1,6/25/2020 7:38,6/25/2020,NA,NA,8.5,0,100,0,0,100,0,100,Wellness
Athlete 5,Team 2,6/25/2020 7:44,6/25/2020,NA,NA,3.3,0,37,11,30,87,97,91,Wellness
Athlete 48,Team 2,6/25/2020 7:48,6/25/2020,NA,NA,8,0,91,30,55,52,66,55,Wellness
Athlete 393,Team 2,6/25/2020 7:52,6/25/2020,NA,NA,8.5,0,95,0,0,93,98,100,Wellness
Athlete 197,Team 1,6/25/2020 7:55,6/25/2020,NA,NA,6,0,37,29,41,18,100,46,Wellness
Athlete 530,Team 2,6/25/2020 8:01,6/25/2020,NA,NA,8.4,0,100,0,0,100,100,100,Wellness
Athlete 437,Team 1,6/25/2020 8:03,6/25/2020,NA,NA,6.8,0,64,72,13,35,59,47,Wellness
Athlete 454,Team 1,6/25/2020 8:07,6/25/2020,NA,NA,9.1,0,36,21,0,89,21,50,Wellness
Athlete 249,Team 2,6/25/2020 8:10,6/25/2020,NA,NA,6.7,0,78,11,6,88,78,91,Wellness
Athlete 355,Team 1,6/25/2020 8:13,6/25/2020,NA,NA,6,0,78,0,39,100,71,72,Wellness
Athlete 333,Team 2,6/25/2020 8:23,6/24/2020,NA,NA,9.2,0,58,0,0,86,57,71,Wellness
Athlete 333,Team 2,6/25/2020 8:25,6/25/2020,NA,NA,8.5,0,61,0,39,100,15,64,Wellness
Athlete 502,Team 1,6/25/2020 8:47,6/25/2020,NA,NA,7.5,0,45,54,9,37,53,32,Wellness
Athlete 387,Team 2,6/25/2020 9:10,6/25/2020,NA,NA,9,0,96,5,28,100,79,100,Wellness
Athlete 512,Team 1,6/25/2020 10:08,6/25/2020,NA,NA,7,0,76,21,69,11,100,100,Wellness
Athlete 472,Team 2,6/25/2020 10:12,6/25/2020,NA,NA,12,0,89,0,27,100,85,100,Wellness
Athlete 465,Team 1,6/25/2020 10:42,6/25/2020,NA,NA,7.1,0,46,0,0,51,60,52,Wellness
Athlete 43,Team 2,6/25/2020 10:58,6/25/2020,NA,NA,8.3,0,79,9,7,93,80,79,Wellness
Athlete 27,Team 2,6/25/2020 10:58,6/25/2020,NA,NA,8.5,0.5,64,20,22,69,51,51,Wellness
Athlete 107,Team 2,6/25/2020 11:00,6/25/2020,NA,NA,8.2,0,59,57,36,46,22,62,Wellness
Athlete 325,Team 2,6/25/2020 11:01,6/24/2020,NA,NA,8.4,0,82,10,16,85,79,82,Wellness
Athlete 325,Team 2,6/25/2020 11:05,6/25/2020,NA,NA,8.3,0,76,8,23,86,70,78,Wellness
Athlete 289,Team 1,6/25/2020 11:17,6/25/2020,NA,NA,9.2,0,57,0,60,65,93,56,Wellness
Athlete 436,Team 2,6/25/2020 11:18,6/25/2020,NA,NA,8.5,0,76,15,24,82,78,72,Wellness
Athlete 439,Team 1,6/25/2020 11:59,6/24/2020,NA,NA,8.5,0,63,2,5,79,70,58,Wellness
Athlete 439,Team 1,6/25/2020 12:02,6/25/2020,NA,NA,6.5,0,58,11,7,74,66,59,Wellness
Athlete 418,Team 1,6/25/2020 13:51,6/25/2020,NA,NA,5.4,0,14,94,0,21,0,16,Wellness
Athlete 83,Team 2,6/25/2020 14:10,6/24/2020,NA,NA,5.3,0.3,48,17,9,43,32,58,Wellness
Athlete 83,Team 2,6/25/2020 14:11,6/25/2020,NA,NA,7.3,1.4,67,56,11,56,40,57,Wellness
Athlete 25,Team 2,6/25/2020 14:11,6/25/2020,NA,NA,4.7,0,40,30,7,100,25,75,Wellness
Athlete 285,Team 1,6/25/2020 17:11,6/25/2020,NA,NA,8.8,0,76,0,39,100,77,82,Wellness
Athlete 227,Team 1,6/25/2020 20:26,6/25/2020,NA,NA,9.2,0,79,20,0,100,60,65,Wellness
Athlete 323,Team 1,6/25/2020 20:34,6/25/2020,NA,NA,6.9,0,89,19,0,100,93,97,Wellness
Athlete 11,Team 1,6/25/2020 21:23,6/25/2020,NA,NA,8.5,0,90,5,0,95,7,93,Wellness
Athlete 223,Team 2,6/25/2020 22:19,6/25/2020,NA,NA,8.2,0,0,0,0,100,0,0,Wellness
Athlete 197,Team 1,6/26/2020 4:31,6/26/2020,NA,NA,5.8,0,52,31,57,71,58,47,Wellness
Athlete 26,Team 1,6/26/2020 5:17,6/26/2020,NA,NA,7.4,0,64,32,12,78,46,65,Wellness
Athlete 77,Team 1,6/26/2020 7:00,6/26/2020,NA,NA,3.5,0,0,100,51,26,49,71,Wellness
Athlete 48,Team 2,6/26/2020 7:01,6/26/2020,NA,NA,5,0,19,79,6,49,11,34,Wellness
Athlete 387,Team 2,6/26/2020 7:01,6/26/2020,NA,NA,8.1,0.5,80,10,22,100,65,96,Wellness
Athlete 393,Team 2,6/26/2020 7:02,6/26/2020,NA,NA,7.2,0,68,0,17,78,100,100,Wellness
Athlete 355,Team 1,6/26/2020 7:03,6/26/2020,NA,NA,8.9,0,73,0,13,100,84,58,Wellness
Athlete 58,Team 1,6/26/2020 7:08,6/26/2020,NA,NA,5,0,38,31,32,42,87,72,Wellness
Athlete 227,Team 1,6/26/2020 7:10,6/26/2020,NA,NA,9,0,100,0,0,100,100,100,Wellness
Athlete 239,Team 2,6/26/2020 7:12,6/26/2020,NA,NA,7.4,0,66,30,40,65,92,60,Wellness
Athlete 436,Team 2,6/26/2020 7:20,6/26/2020,NA,NA,9,0,59,28,11,78,58,51,Wellness
Athlete 5,Team 2,6/26/2020 7:32,6/26/2020,NA,NA,6.6,1.7,15,75,51,51,25,38,Wellness
Athlete 145,Team 1,6/26/2020 7:43,6/26/2020,NA,NA,7,0,52,40,58,32,32,34,Wellness
Athlete 285,Team 1,6/26/2020 7:49,6/26/2020,NA,NA,8.3,0,79,0,37,100,78,81,Wellness
Athlete 479,Team 1,6/26/2020 7:49,6/26/2020,NA,NA,5.4,0,13,94,0,45,0,14,Wellness
Athlete 240,Team 1,6/26/2020 7:50,6/26/2020,NA,NA,7.3,0,63,68,50,42,61,61,Wellness
Athlete 18,Team 1,6/26/2020 7:51,6/26/2020,NA,NA,6.5,0,89,8,14,100,59,94,Wellness
Athlete 25,Team 2,6/26/2020 7:51,6/26/2020,NA,NA,7,0,26,9,0,100,25,60,Wellness
Athlete 454,Team 1,6/26/2020 7:51,6/26/2020,NA,NA,7,0,18,53,0,53,7,47,Wellness
Athlete 289,Team 1,6/26/2020 7:52,6/26/2020,NA,NA,9,0,92,46,39,13,14,59,Wellness
Athlete 418,Team 1,6/26/2020 7:56,6/26/2020,NA,NA,6,0.7,36,85,0,42,9,27,Wellness
Athlete 1,Team 1,6/26/2020 8:31,6/26/2020,NA,NA,8.5,0,51,20,19,78,46,64,Wellness
Athlete 530,Team 2,6/26/2020 8:35,6/26/2020,NA,NA,8.1,0,100,0,0,100,100,100,Wellness
Athlete 282,Team 1,6/26/2020 8:36,6/26/2020,NA,NA,6.5,0,35,57,7,82,18,50,Wellness
Athlete 403,Team 1,6/26/2020 8:38,6/26/2020,NA,NA,6.5,0.2,31,76,17,32,67,35,Wellness
Athlete 43,Team 2,6/26/2020 8:41,6/26/2020,NA,NA,7.7,0.3,75,6,16,87,75,73,Wellness
Athlete 437,Team 1,6/26/2020 8:44,6/26/2020,NA,NA,7,0,68,36,10,66,68,77,Wellness
Athlete 465,Team 1,6/26/2020 9:04,6/26/2020,NA,NA,6.9,0,48,0,0,69,50,48,Wellness
Athlete 59,Team 2,6/26/2020 9:16,6/26/2020,NA,NA,9,0,84,0,54,85,78,66,Wellness
Athlete 512,Team 1,6/26/2020 9:52,6/26/2020,NA,NA,6.9,0,56,0,100,100,100,100,Wellness
Athlete 249,Team 2,6/26/2020 9:56,6/26/2020,NA,NA,7.9,0,84,8,8,94,69,82,Wellness
Athlete 13,Team 2,6/26/2020 10:11,6/26/2020,NA,NA,7.7,0,81,12,12,83,83,87,Wellness
Athlete 502,Team 1,6/26/2020 10:46,6/26/2020,NA,NA,9.5,0,84,51,19,49,50,63,Wellness
Athlete 61,Team 1,6/26/2020 11:10,6/26/2020,NA,NA,6.1,0,52,73,19,82,100,93,Wellness
Athlete 472,Team 2,6/26/2020 11:16,6/26/2020,NA,NA,10.3,0,82,0,44,100,99,100,Wellness
Athlete 106,Team 1,6/26/2020 11:49,6/26/2020,NA,NA,7.1,0,88,66,42,87,70,79,Wellness
Athlete 107,Team 2,6/26/2020 11:54,6/26/2020,NA,NA,8,0,66,56,23,59,40,69,Wellness
Athlete 20,Team 2,6/26/2020 12:20,6/26/2020,NA,NA,7.7,0,95,40,37,4,37,37,Wellness
Athlete 439,Team 1,6/26/2020 12:53,6/26/2020,NA,NA,8.5,0,63,3,2,87,76,59,Wellness
Athlete 259,Team 2,6/26/2020 14:42,6/25/2020,NA,NA,8,0,100,0,0,100,100,100,Wellness
Athlete 259,Team 2,6/26/2020 14:44,6/26/2020,NA,NA,7,0,100,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/26/2020 18:03,6/25/2020,NA,NA,5.8,0,99,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/26/2020 18:04,6/26/2020,NA,NA,6.9,0,100,0,0,100,100,100,Wellness
Athlete 223,Team 2,6/26/2020 18:10,6/26/2020,NA,NA,7.2,0,0,0,0,100,0,0,Wellness
Athlete 458,Team 2,6/26/2020 21:07,6/26/2020,NA,NA,6.2,0,65,36,43,52,19,63,Wellness
Athlete 232,Team 2,6/26/2020 22:34,6/26/2020,NA,NA,8.5,0,88,6,10,95,84,90,Wellness
Athlete 77,Team 1,6/27/2020 6:09,6/27/2020,NA,NA,7,0,100,63,0,80,100,73,Wellness
Athlete 11,Team 1,6/27/2020 6:25,6/26/2020,NA,NA,7.7,0,77,16,35,75,6,70,Wellness
Athlete 333,Team 2,6/27/2020 6:47,6/26/2020,NA,NA,8.6,0,30,22,0,100,21,61,Wellness
Athlete 1,Team 1,6/27/2020 7:02,6/27/2020,NA,NA,8,0,57,14,5,96,43,69,Wellness
Athlete 282,Team 1,6/27/2020 7:04,6/27/2020,NA,NA,8.7,0,88,31,0,67,27,44,Wellness
Athlete 58,Team 1,6/27/2020 7:07,6/27/2020,NA,NA,9,0,71,50,55,37,52,68,Wellness
Athlete 197,Team 1,6/27/2020 7:07,6/27/2020,NA,NA,5,0,35,61,37,84,14,48,Wellness
Athlete 13,Team 2,6/27/2020 7:09,6/27/2020,NA,NA,7,0,79,47,33,78,25,57,Wellness
Athlete 239,Team 2,6/27/2020 7:19,6/27/2020,NA,NA,7.3,0,60,35,50,45,87,71,Wellness
Athlete 333,Team 2,6/27/2020 7:21,6/27/2020,NA,NA,8.9,0,46,13,25,86,36,71,Wellness
Athlete 479,Team 1,6/27/2020 7:30,6/27/2020,NA,NA,7.3,0,20,73,0,50,0,46,Wellness
Athlete 387,Team 2,6/27/2020 7:40,6/27/2020,NA,NA,6.8,0.7,84,0,8,100,38,100,Wellness
Athlete 249,Team 2,6/27/2020 7:42,6/27/2020,NA,NA,7.6,0,87,13,5,95,60,82,Wellness
Athlete 454,Team 1,6/27/2020 7:47,6/27/2020,NA,NA,5.9,0.5,34,43,0,71,14,38,Wellness
Athlete 27,Team 2,6/27/2020 8:02,6/26/2020,NA,NA,8,0,57,29,28,54,38,48,Wellness
Athlete 530,Team 2,6/27/2020 8:07,6/27/2020,NA,NA,8.2,0,100,0,0,100,100,100,Wellness
Athlete 48,Team 2,6/27/2020 8:15,6/27/2020,NA,NA,8.9,0.9,87,31,12,91,0,56,Wellness
Athlete 227,Team 1,6/27/2020 8:17,6/27/2020,NA,NA,9,0,100,0,0,100,100,100,Wellness
Athlete 393,Team 2,6/27/2020 8:17,6/27/2020,NA,NA,7.2,0,100,0,15,92,98,99,Wellness
Athlete 355,Team 1,6/27/2020 8:18,6/27/2020,NA,NA,6.6,0,65,32,0,84,45,49,Wellness
Athlete 403,Team 1,6/27/2020 8:20,6/27/2020,NA,NA,7.2,0,18,61,51,81,17,72,Wellness
Athlete 5,Team 2,6/27/2020 8:22,6/27/2020,NA,NA,9.1,3,86,6,32,95,76,74,Wellness
Athlete 106,Team 1,6/27/2020 8:47,6/27/2020,NA,NA,8.2,1,87,55,37,93,67,92,Wellness
Athlete 83,Team 2,6/27/2020 8:50,6/26/2020,NA,NA,5.2,0,34,11,0,100,30,30,Wellness
Athlete 83,Team 2,6/27/2020 8:51,6/27/2020,NA,NA,8.6,0,75,21,8,40,17,64,Wellness
Athlete 20,Team 2,6/27/2020 8:54,6/27/2020,NA,NA,7.6,0,90,60,25,39,29,80,Wellness
Athlete 465,Team 1,6/27/2020 9:14,6/27/2020,NA,NA,7.1,0,30,0,0,51,61,52,Wellness
Athlete 240,Team 1,6/27/2020 9:21,6/27/2020,NA,NA,8,0,39,60,15,48,53,47,Wellness
Athlete 25,Team 2,6/27/2020 9:59,6/27/2020,NA,NA,10.5,0,75,0,0,89,30,68,Wellness
Athlete 59,Team 2,6/27/2020 10:15,6/27/2020,NA,NA,8.5,0,83,14,27,76,33,91,Wellness
Athlete 107,Team 2,6/27/2020 10:25,6/27/2020,NA,NA,7,0,55,89,38,28,60,63,Wellness
